sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004
RealESRGAN:ava_images___857045,RealESRGAN,ava_images___857045.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___857045.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___857045.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___857045.png,test,-1.5475764,0.0985837,-0.97368306,-2.3228884,-0.02910775
RealESRGAN:ava_images___857447,RealESRGAN,ava_images___857447.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___857447.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___857447.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___857447.png,train,-4.969676,3.2993572,-0.7337977,3.0235658,0.30073595
RealESRGAN:ava_images___858130,RealESRGAN,ava_images___858130.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___858130.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___858130.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___858130.png,train,4.2772293,1.5753114,0.13410014,0.71871096,0.9609679
RealESRGAN:ava_images___858968,RealESRGAN,ava_images___858968.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___858968.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___858968.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___858968.png,test,-0.18645419,0.49934483,-2.0283391,-1.9383129,-1.8130295
RealESRGAN:ava_images___859785,RealESRGAN,ava_images___859785.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___859785.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___859785.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___859785.png,train,-0.5587824,-0.6852653,-0.10960239,-2.2492747,0.36152744
RealESRGAN:ava_images___861408,RealESRGAN,ava_images___861408.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___861408.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___861408.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___861408.png,test,-0.6287777,-0.59838414,0.12949198,-1.1200961,1.016131
RealESRGAN:ava_images___861514,RealESRGAN,ava_images___861514.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___861514.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___861514.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___861514.png,train,2.2796776,-1.5590658,-0.77220565,0.8461354,1.3374827
RealESRGAN:ava_images___861541,RealESRGAN,ava_images___861541.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___861541.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___861541.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___861541.png,train,-0.6659393,-1.7375953,-1.1995358,-0.16404712,0.7264459
RealESRGAN:ava_images___862497,RealESRGAN,ava_images___862497.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___862497.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___862497.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___862497.png,train,-1.2195094,-0.1275661,-1.999443,-1.5620111,-1.1534319
RealESRGAN:ava_images___862652,RealESRGAN,ava_images___862652.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___862652.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___862652.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___862652.png,test,1.4680885,0.6854863,3.7261004,-2.1204038,0.27777213
RealESRGAN:ava_images___863806,RealESRGAN,ava_images___863806.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___863806.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___863806.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___863806.png,train,-1.4113808,-1.4914149,-1.9501686,-1.960204,-1.6871064
RealESRGAN:ava_images___864250,RealESRGAN,ava_images___864250.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___864250.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___864250.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___864250.png,test,-3.6371648,1.4073927,-0.015794933,0.1488077,-0.11079824
RealESRGAN:ava_images___864948,RealESRGAN,ava_images___864948.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___864948.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___864948.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___864948.png,train,-5.2033405,4.7228794,-1.2059126,2.3512058,1.9618216
RealESRGAN:ava_images___865138,RealESRGAN,ava_images___865138.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___865138.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___865138.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___865138.png,train,-1.0554239,-1.4303874,-2.2788112,-2.3288674,-1.3726883
RealESRGAN:ava_images___865616,RealESRGAN,ava_images___865616.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___865616.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___865616.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___865616.png,test,-0.14546491,-0.62974024,3.5704327,1.8857347,0.7647871
RealESRGAN:ava_images___866392,RealESRGAN,ava_images___866392.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___866392.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___866392.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___866392.png,train,-0.55283594,-2.585395,-0.39443687,-0.34906292,0.75180113
RealESRGAN:ava_images___86709,RealESRGAN,ava_images___86709.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___86709.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___86709.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___86709.png,train,-1.1849653,-1.1594806,1.8955259,-1.3899797,0.7682319
RealESRGAN:ava_images___867105,RealESRGAN,ava_images___867105.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___867105.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___867105.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___867105.png,train,-1.1556003,1.9767425,-1.5168846,-3.8935661,-2.0385118
RealESRGAN:ava_images___867440,RealESRGAN,ava_images___867440.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___867440.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___867440.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___867440.png,test,0.023867346,1.214061,-1.2815745,-3.883679,-0.46020514
RealESRGAN:ava_images___870157,RealESRGAN,ava_images___870157.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___870157.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___870157.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___870157.png,test,0.7330622,1.8732951,1.8729401,1.213823,0.82332295
RealESRGAN:ava_images___877959,RealESRGAN,ava_images___877959.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___877959.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___877959.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___877959.png,test,0.8729777,3.5253012,1.589901,0.35311788,2.229098
RealESRGAN:ava_images___878341,RealESRGAN,ava_images___878341.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___878341.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___878341.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___878341.png,test,1.2700086,0.27274632,4.238856,-0.91233706,0.25319576
RealESRGAN:ava_images___878603,RealESRGAN,ava_images___878603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___878603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___878603.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___878603.png,test,-4.7022095,2.1192825,-1.5711538,1.8614082,1.1971415
RealESRGAN:ava_images___879098,RealESRGAN,ava_images___879098.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___879098.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___879098.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___879098.png,train,-5.4652247,3.8031313,-3.9613311,4.122393,0.6414642
RealESRGAN:ava_images___880258,RealESRGAN,ava_images___880258.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___880258.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___880258.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___880258.png,test,-4.940633,4.119713,-3.1432106,2.2194762,-0.60218984
RealESRGAN:ava_images___880422,RealESRGAN,ava_images___880422.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___880422.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___880422.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___880422.png,train,-5.638122,3.786925,-1.9861305,3.112174,0.9985647
RealESRGAN:ava_images___88126,RealESRGAN,ava_images___88126.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___88126.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___88126.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___88126.png,train,-3.2872958,-0.48599505,-1.0859723,-2.594759,0.86464965
RealESRGAN:ava_images___884874,RealESRGAN,ava_images___884874.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___884874.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___884874.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___884874.png,train,-0.49204868,-1.8772973,-2.2256331,-1.2016563,-2.2610304
RealESRGAN:ava_images___885133,RealESRGAN,ava_images___885133.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___885133.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___885133.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___885133.png,train,-0.20584543,-0.12025452,-1.5497321,0.6049406,-2.5842254
RealESRGAN:ava_images___885727,RealESRGAN,ava_images___885727.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___885727.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___885727.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___885727.png,train,0.10833469,-2.102135,-1.2432084,0.37609032,-0.4341895
RealESRGAN:ava_images___886120,RealESRGAN,ava_images___886120.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___886120.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___886120.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___886120.png,train,1.0006409,5.124484,-4.125537,-0.36246657,-7.6921415
RealESRGAN:ava_images___886904,RealESRGAN,ava_images___886904.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___886904.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___886904.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___886904.png,train,2.1624486,-0.8321595,1.9965296,-0.22036701,0.7961664
RealESRGAN:ava_images___887317,RealESRGAN,ava_images___887317.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___887317.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___887317.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___887317.png,test,2.1075733,-1.8242508,-0.7233029,0.7096437,0.15093482
RealESRGAN:ava_images___888081,RealESRGAN,ava_images___888081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___888081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___888081.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___888081.png,test,1.8892072,-1.7954775,1.3843954,1.4531814,-0.79874617
RealESRGAN:ava_images___889669,RealESRGAN,ava_images___889669.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___889669.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___889669.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___889669.png,train,1.2698532,-1.4173453,1.0640213,-0.25872993,-0.23129362
RealESRGAN:ava_images___889687,RealESRGAN,ava_images___889687.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___889687.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___889687.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___889687.png,test,1.3295089,0.71351385,2.686351,1.4296235,-2.72825
RealESRGAN:ava_images___889869,RealESRGAN,ava_images___889869.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___889869.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___889869.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___889869.png,train,-2.079382,-0.02086711,0.38539773,-2.5518613,0.48186412
RealESRGAN:ava_images___891057,RealESRGAN,ava_images___891057.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___891057.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___891057.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___891057.png,train,-3.4911118,0.6939063,-0.7733844,4.4830933,1.0581112
RealESRGAN:ava_images___891393,RealESRGAN,ava_images___891393.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___891393.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___891393.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___891393.png,test,4.2713766,1.4635885,-0.4497093,-0.45797718,4.486401
RealESRGAN:ava_images___892401,RealESRGAN,ava_images___892401.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___892401.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___892401.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___892401.png,test,-0.49665016,-2.5329142,-2.0785968,-0.8249774,-1.1805065
RealESRGAN:ava_images___893721,RealESRGAN,ava_images___893721.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___893721.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___893721.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___893721.png,train,-0.13705485,2.9760654,2.581749,-3.1900387,-1.8155129
RealESRGAN:ava_images___894290,RealESRGAN,ava_images___894290.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___894290.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___894290.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___894290.png,train,0.083741315,-2.7499273,-0.9387416,1.1485655,-0.16808683
RealESRGAN:ava_images___894673,RealESRGAN,ava_images___894673.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___894673.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___894673.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___894673.png,test,-0.14518373,-2.7966292,-0.9378064,0.25731426,0.105452836
RealESRGAN:ava_images___895754,RealESRGAN,ava_images___895754.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___895754.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___895754.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___895754.png,train,2.2609007,0.09345102,-1.6975894,-1.7158891,-1.1073575
RealESRGAN:ava_images___897532,RealESRGAN,ava_images___897532.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___897532.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___897532.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___897532.png,test,-1.5329762,0.12671065,1.396868,-3.244948,-1.065053
RealESRGAN:ava_images___898540,RealESRGAN,ava_images___898540.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___898540.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___898540.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___898540.png,test,-0.49626482,0.26938057,-0.8004959,-1.5240432,-2.748013
RealESRGAN:ava_images___898917,RealESRGAN,ava_images___898917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___898917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___898917.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___898917.png,test,-0.91378725,1.3557069,2.1834872,-2.958033,-0.9784755
RealESRGAN:ava_images___900784,RealESRGAN,ava_images___900784.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___900784.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___900784.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___900784.png,train,0.15218708,-3.2208474,-0.7231117,0.9051664,0.509958
RealESRGAN:ava_images___904185,RealESRGAN,ava_images___904185.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___904185.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___904185.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___904185.png,test,1.9889113,0.4882114,2.6754649,-0.6855687,0.6589759
RealESRGAN:ava_images___90500,RealESRGAN,ava_images___90500.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___90500.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___90500.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___90500.png,test,-1.3057191,5.741008,-1.2741017,-0.6919848,-3.7175982
RealESRGAN:ava_images___90517,RealESRGAN,ava_images___90517.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___90517.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___90517.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___90517.png,train,-1.4412137,-1.9496049,0.17667204,0.65514606,1.5278571
RealESRGAN:ava_images___905379,RealESRGAN,ava_images___905379.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___905379.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___905379.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___905379.png,test,-0.017871711,-3.375929,-1.5475767,-0.1496886,-0.12455666
RealESRGAN:ava_images___906245,RealESRGAN,ava_images___906245.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___906245.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___906245.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___906245.png,train,-0.96762955,-1.0402703,-1.1258767,-0.8590354,-0.05278647
RealESRGAN:ava_images___906858,RealESRGAN,ava_images___906858.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___906858.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___906858.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___906858.png,train,3.9568927,3.7982795,4.212982,-0.9865403,-1.0978754
RealESRGAN:ava_images___907988,RealESRGAN,ava_images___907988.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___907988.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___907988.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___907988.png,test,-0.14066128,-3.2145557,-0.68355143,1.1107786,0.8821095
RealESRGAN:ava_images___908100,RealESRGAN,ava_images___908100.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___908100.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___908100.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___908100.png,train,-1.5307556,-1.0411656,-0.5491293,-2.1837807,-0.60734576
RealESRGAN:ava_images___909158,RealESRGAN,ava_images___909158.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___909158.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___909158.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___909158.png,train,5.8383856,2.7381284,-1.8004079,0.88219506,2.086756
RealESRGAN:ava_images___909287,RealESRGAN,ava_images___909287.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___909287.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___909287.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___909287.png,train,6.7402506,3.0795696,-2.0502796,-0.00013154745,2.5520816
RealESRGAN:ava_images___909638,RealESRGAN,ava_images___909638.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___909638.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___909638.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___909638.png,test,-1.8532683,-0.9736986,-1.1206543,-1.8585132,-0.017154455
RealESRGAN:ava_images___912034,RealESRGAN,ava_images___912034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___912034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___912034.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___912034.png,test,-1.0948118,-1.2716914,-2.9025977,-1.9162732,-2.5371785
RealESRGAN:ava_images___912103,RealESRGAN,ava_images___912103.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___912103.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___912103.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___912103.png,train,-3.3050468,3.2259614,2.0179155,1.994337,0.99075615
RealESRGAN:ava_images___912239,RealESRGAN,ava_images___912239.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___912239.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___912239.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___912239.png,train,-0.27604246,-2.9551957,-0.7957126,0.11307067,0.45638388
