sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009
RealESRGAN:pristine_images___01409,RealESRGAN,pristine_images___01409.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/pristine_images___01409.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/pristine_images___01409.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/pristine_images___01409.png,test,-0.4042219,0.49924135,3.5106316,-2.1409574,1.003499,0.003746152,0.9143589,-0.5827806,-0.66820276,-0.5690103
RealESRGAN:pristine_images___03427,RealESRGAN,pristine_images___03427.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/pristine_images___03427.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/pristine_images___03427.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/pristine_images___03427.png,test,3.3344326,-0.43967557,3.6698627,0.49721342,-1.1873977,2.536542,-1.070597,1.2496806,0.3605321,0.23478529
RealESRGAN:pristine_images___03736,RealESRGAN,pristine_images___03736.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/pristine_images___03736.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/pristine_images___03736.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/pristine_images___03736.png,test,3.2129297,1.3273857,2.8466258,-0.6566274,0.8415429,0.06171286,-1.6391203,1.8433572,0.28364235,-0.5020474
RealESRGAN:pristine_images___04323,RealESRGAN,pristine_images___04323.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/pristine_images___04323.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/pristine_images___04323.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/pristine_images___04323.png,train,4.1371746,1.1953495,1.1196549,2.7897568,-2.7929869,-3.457251,-3.6891806,0.24577937,-1.6579881,0.5639696
RealESRGAN:voc_emotic_ava___AVA__124763,RealESRGAN,voc_emotic_ava___AVA__124763.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___AVA__124763.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___AVA__124763.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___AVA__124763.png,train,-2.1393874,-1.4940042,-0.8615504,-2.1759162,0.68894845,-0.9647397,-0.3718729,-0.32619855,-1.4306633,1.1795218
RealESRGAN:voc_emotic_ava___AVA__416496,RealESRGAN,voc_emotic_ava___AVA__416496.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___AVA__416496.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___AVA__416496.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___AVA__416496.png,test,-0.35018483,-1.6893741,-1.948163,-1.3234698,-0.8170225,-2.0268588,0.25443643,-0.41226742,2.0976744,-0.814016
RealESRGAN:voc_emotic_ava___EMOTIC__95dq62n4pituo0usen,RealESRGAN,voc_emotic_ava___EMOTIC__95dq62n4pituo0usen.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__95dq62n4pituo0usen.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__95dq62n4pituo0usen.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__95dq62n4pituo0usen.png,train,-5.364488,2.5444462,0.84067124,2.179952,1.791574,-0.51083505,-0.43358725,0.678275,-1.1523566,2.7765956
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000021223,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000021223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000021223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000021223.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000021223.png,train,-3.5446255,2.7115195,3.6064534,0.38335776,2.4112382,-1.9755772,-2.5386937,3.8082397,0.7810534,1.4043542
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000023315,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000023315.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000023315.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000023315.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000023315.png,test,-3.5649793,0.6027219,1.6947975,0.27568102,1.4685223,-2.4644647,-0.48054773,1.0575647,-0.6657424,3.2519758
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000025549,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000025549.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000025549.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000025549.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000025549.png,train,0.475403,0.7891176,1.4021697,0.34719023,0.8463944,-2.5931373,1.4709704,0.38735574,0.44754654,-1.6716238
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000064350,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000064350.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000064350.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000064350.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000064350.png,train,-3.4859915,2.5628364,3.010106,-0.4382391,2.2064283,-3.138988,-3.184913,4.5587206,0.19174638,1.3995411
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000065191,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000065191.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000065191.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000065191.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000065191.png,train,-1.8852082,3.200011,9.205362,1.1045358,0.7773629,-2.1697016,2.6004548,1.7748871,1.5743027,-1.0579736
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000120994,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000120994.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000120994.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000120994.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000120994.png,test,1.3724874,-1.233528,0.5179828,1.0789332,1.0025835,-0.6045629,1.4321315,-0.0605971,-0.14407656,-2.051947
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000121867,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000121867.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000121867.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000121867.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000121867.png,train,-0.6696311,0.6942928,2.4162726,2.4007263,0.062238872,-2.5109525,-0.07145722,0.9827486,0.08324528,-1.3423953
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000135626,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000135626.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000135626.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000135626.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000135626.png,test,-2.1272013,1.8707292,6.7259016,0.9071863,0.5770552,-2.641294,1.7338581,1.0450202,1.8662548,-1.3146065
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000156776,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000156776.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000156776.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000156776.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000156776.png,test,-2.127393,1.2403672,5.2183933,-1.4075814,1.4886742,-1.3101786,0.14673463,0.6944239,-0.9004091,0.39908192
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000158501,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000158501.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000158501.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000158501.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000158501.png,test,-4.204393,1.237014,1.7381477,-0.13760316,1.702614,-2.4716406,-1.2693317,0.9358995,-1.1493168,2.3693013
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000160291,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000160291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000160291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000160291.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000160291.png,train,0.528915,-2.2770643,1.078804,1.4095862,0.8061478,-0.10319114,0.64193875,0.76443577,0.052327514,-0.6799269
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000167220,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000167220.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000167220.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000167220.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000167220.png,test,-2.1353056,1.3723161,5.0720677,-0.7016723,1.0724596,0.047011733,0.33840615,0.93633103,-0.37196675,1.7055498
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000179060,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000179060.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000179060.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000179060.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000179060.png,test,-1.9009873,0.49309373,3.7657528,2.6594577,0.37578836,-2.0339985,1.364449,-0.30783695,1.1372622,0.60829026
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000224596,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000224596.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000224596.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000224596.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000224596.png,test,0.3131551,1.374932,3.8244896,1.4914715,-0.73339766,-2.758232,2.1251523,-0.4971693,-0.33063564,-2.5415566
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000229896,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000229896.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000229896.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000229896.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000229896.png,test,-2.0802727,2.1385505,3.7718515,0.8130708,0.7468062,-2.298396,1.5572383,0.9397044,-0.17711817,0.35430166
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000244530,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000244530.png,test,-2.6553717,2.2718675,4.5863395,-0.1689375,1.5141724,-1.3788451,0.30932662,1.4462274,-0.92365676,1.7363955
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000247190,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000247190.png,test,0.10296851,-2.4616442,0.569477,1.5512853,0.6908057,0.035438895,0.6077956,0.11001879,0.22454959,-0.48107213
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000291373,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000291373.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000291373.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000291373.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000291373.png,test,0.4537049,-1.9710382,0.791799,1.3992155,0.56428456,-0.7553688,0.84087515,0.34965542,-0.27171344,-1.4582552
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000332227,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000332227.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000332227.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000332227.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000332227.png,train,-4.360843,3.1071312,2.9158561,2.525743,0.8995526,-4.15253,0.91007787,2.4211152,1.4210416,-1.5681798
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000436901,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000436901.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000436901.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000436901.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000436901.png,train,-0.19619432,-1.4184524,3.1579611,0.85046005,0.5579274,0.31064624,0.9147914,-0.14149435,0.4020729,-0.47969717
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000454541,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000454541.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000454541.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000454541.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000454541.png,train,-0.09655468,-2.6996157,0.877206,1.3240325,1.1760496,-0.47638047,0.7444152,0.58265185,-0.010524929,-1.0748008
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_train2014_000000557804,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_train2014_000000557804.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_train2014_000000557804.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_train2014_000000557804.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_train2014_000000557804.png,test,3.1780927,3.0299895,2.8865287,2.4710615,-3.7492087,-2.1245918,0.14639947,-1.3312013,-1.1138618,-1.8221039
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_val2014_000000020598,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_val2014_000000020598.png,train,-3.3195724,2.3107626,3.4339733,1.1486557,0.9085533,-4.3986554,1.1048472,1.5643541,1.4021286,0.67179734
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_val2014_000000036460,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_val2014_000000036460.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_val2014_000000036460.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_val2014_000000036460.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_val2014_000000036460.png,train,-1.429778,0.27351594,5.814414,0.38040197,0.39609376,-2.4281087,1.231077,0.6006949,1.3036718,0.5802811
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_val2014_000000054091,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_val2014_000000054091.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_val2014_000000054091.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_val2014_000000054091.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_val2014_000000054091.png,test,-2.6354136,0.4705863,4.1404266,-1.0884389,1.3390625,-1.6040739,-0.45438877,0.8880379,-1.5754321,4.4633613
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_val2014_000000057570,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_val2014_000000057570.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_val2014_000000057570.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_val2014_000000057570.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_val2014_000000057570.png,test,2.7060041,4.7769537,1.1188846,-1.8940493,0.031645715,-0.99893916,2.2899535,-2.3609629,-0.13133192,-1.8819677
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_val2014_000000067252,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_val2014_000000067252.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_val2014_000000067252.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_val2014_000000067252.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_val2014_000000067252.png,test,0.63361317,2.1298244,4.6936393,-0.28743756,0.17073077,-1.8662947,2.6594825,-1.2437066,0.8372803,-1.6971233
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_val2014_000000111874,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_val2014_000000111874.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_val2014_000000111874.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_val2014_000000111874.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_val2014_000000111874.png,test,-0.8876877,-1.3431628,1.9121189,0.9923451,0.41093907,-2.0089245,1.4767196,0.7962507,1.2655311,-1.5905095
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_val2014_000000170000,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_val2014_000000170000.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_val2014_000000170000.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_val2014_000000170000.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_val2014_000000170000.png,train,0.3072183,-2.1473966,0.6090341,1.1424134,0.10062295,-0.7399931,1.3943601,0.08911354,-0.103241384,-1.2891197
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_val2014_000000170267,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_val2014_000000170267.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_val2014_000000170267.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_val2014_000000170267.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_val2014_000000170267.png,test,-4.4671717,2.5900881,3.6745791,0.5236602,0.95480007,-4.4950485,0.1016835,1.2634844,-1.1636906,4.931539
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_val2014_000000185305,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_val2014_000000185305.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_val2014_000000185305.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_val2014_000000185305.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_val2014_000000185305.png,test,3.1908395,4.560457,2.9999077,2.939045,-3.5618207,-4.4593205,0.4918571,0.94611037,-0.318143,-1.2056173
RealESRGAN:voc_emotic_ava___EMOTIC__COCO_val2014_000000196141,RealESRGAN,voc_emotic_ava___EMOTIC__COCO_val2014_000000196141.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/voc_emotic_ava___EMOTIC__COCO_val2014_000000196141.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/voc_emotic_ava___EMOTIC__COCO_val2014_000000196141.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/voc_emotic_ava___EMOTIC__COCO_val2014_000000196141.png,train,-0.24812429,-1.9435275,2.0087392,1.167687,0.95415837,-0.7045424,0.9276863,0.94136786,0.365178,-1.5687466
