sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009
RealESRGAN:ava_images___322638,RealESRGAN,ava_images___322638.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___322638.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___322638.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___322638.png,train,-27.976469,8.820887,11.744609,-8.071285,5.427869,-9.394035,3.4226384,11.236121,6.294597,-4.1203985
RealESRGAN:ava_images___32268,RealESRGAN,ava_images___32268.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___32268.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___32268.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___32268.png,test,-27.241327,-0.659605,24.499517,-0.9081012,6.6062174,-4.7499795,-4.7585435,-1.817236,8.088963,2.697204
RealESRGAN:ava_images___322882,RealESRGAN,ava_images___322882.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___322882.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___322882.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___322882.png,test,13.688896,-25.76408,-1.3896314,-0.9782777,9.139931,4.857775,22.386232,1.6618245,-16.810364,-7.871405
RealESRGAN:ava_images___322953,RealESRGAN,ava_images___322953.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___322953.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___322953.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___322953.png,train,9.923943,-55.81633,36.463345,15.810587,7.8926773,-15.629879,24.018393,12.392087,-24.81854,-29.594112
RealESRGAN:ava_images___324264,RealESRGAN,ava_images___324264.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___324264.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___324264.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___324264.png,test,-4.0440063,1.6471176,-7.380063,3.2897494,-6.51404,9.80611,-8.098398,3.936462,-3.9472232,-2.808463
RealESRGAN:ava_images___327352,RealESRGAN,ava_images___327352.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___327352.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___327352.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___327352.png,test,-18.7378,-21.664131,9.62689,-5.8833184,8.938657,-23.995878,-1.786747,20.371613,-6.9872975,0.7319639
RealESRGAN:ava_images___328522,RealESRGAN,ava_images___328522.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___328522.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___328522.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___328522.png,train,-0.60421944,-16.698517,24.871397,-19.518173,-3.8092153,-4.7086864,12.31792,10.090293,-7.754361,13.332129
RealESRGAN:ava_images___328795,RealESRGAN,ava_images___328795.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___328795.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___328795.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___328795.png,train,34.614334,-15.30658,-24.898287,-16.849016,11.7235155,48.732254,-9.938854,-15.610312,43.244884,6.5252776
RealESRGAN:ava_images___329961,RealESRGAN,ava_images___329961.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___329961.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___329961.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___329961.png,train,-15.725444,-17.662281,11.266552,-19.754234,16.124182,-24.793146,-10.600443,3.601995,-4.2417045,-1.1166931
RealESRGAN:ava_images___330952,RealESRGAN,ava_images___330952.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___330952.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___330952.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___330952.png,test,-25.497742,19.30595,-1.3235029,-1.0450578,3.399904,-0.20704883,5.0260954,-0.059956968,-1.4096099,-1.815382
RealESRGAN:ava_images___331069,RealESRGAN,ava_images___331069.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___331069.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___331069.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___331069.png,test,-2.5442276,-3.0339394,-19.85232,5.681888,6.0133133,14.34458,15.303553,6.5716715,0.011638641,-9.799961
RealESRGAN:ava_images___331389,RealESRGAN,ava_images___331389.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___331389.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___331389.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___331389.png,train,-14.381936,2.4678535,14.131814,3.3162107,2.4623685,9.3690815,-5.705812,-5.4234796,17.12703,3.4075322
RealESRGAN:ava_images___332205,RealESRGAN,ava_images___332205.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___332205.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___332205.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___332205.png,train,-26.959831,16.647451,-5.0915956,-5.5769196,2.2126808,0.5945922,6.93197,1.3377268,-5.60791,-1.201849
RealESRGAN:ava_images___3329,RealESRGAN,ava_images___3329.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___3329.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___3329.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___3329.png,test,-9.547178,5.6530666,-22.73971,-13.671036,-11.446052,-2.9392807,-4.668546,12.746926,-0.7568501,-11.309345
RealESRGAN:ava_images___336010,RealESRGAN,ava_images___336010.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___336010.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___336010.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___336010.png,test,-4.6610985,-24.72314,-15.153536,0.9101373,6.9777937,6.689744,-0.26370192,8.095571,-3.624804,-6.398529
RealESRGAN:ava_images___337520,RealESRGAN,ava_images___337520.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___337520.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___337520.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___337520.png,test,0.7535553,-2.3110428,10.515789,-7.6756787,-4.778928,17.326952,2.624498,2.3308766,-2.9312143,13.4018755
RealESRGAN:ava_images___338794,RealESRGAN,ava_images___338794.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___338794.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___338794.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___338794.png,test,-18.25885,-4.229475,11.25162,6.604334,7.3093405,9.465031,-1.7772532,-6.123814,10.635332,4.491628
RealESRGAN:ava_images___339633,RealESRGAN,ava_images___339633.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___339633.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___339633.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___339633.png,train,-21.16853,8.159288,8.213007,-10.208643,5.9667377,-9.682777,9.810375,1.5108557,-1.9273045,-4.632615
RealESRGAN:ava_images___340828,RealESRGAN,ava_images___340828.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___340828.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___340828.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___340828.png,test,-1.1736603,-25.564564,-4.302564,33.512447,-0.2277087,-12.853857,-2.5454288,-4.442033,-5.4691978,4.5921087
RealESRGAN:ava_images___34272,RealESRGAN,ava_images___34272.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___34272.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___34272.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___34272.png,train,-3.088274,-33.428165,33.385315,17.055443,-10.331626,-21.874786,3.6207843,11.751344,6.2315364,-2.9714727
RealESRGAN:ava_images___344259,RealESRGAN,ava_images___344259.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___344259.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___344259.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___344259.png,test,-4.3395042,-11.484495,3.4139395,-10.15234,-15.446145,-8.26885,-1.1048179,-5.344858,-6.174757,2.5124202
RealESRGAN:ava_images___3446,RealESRGAN,ava_images___3446.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___3446.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___3446.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___3446.png,train,-29.462013,16.202574,0.21954687,-6.5017223,2.2820215,-2.887406,5.561241,3.9022331,-3.4388518,-3.3200212
RealESRGAN:ava_images___347147,RealESRGAN,ava_images___347147.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___347147.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___347147.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___347147.png,test,-22.658203,11.666617,4.967283,-11.010536,-4.5101395,-1.9286813,-1.1459408,4.8179507,-6.0995884,-0.83335793
RealESRGAN:ava_images___347502,RealESRGAN,ava_images___347502.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___347502.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___347502.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___347502.png,test,3.99535,-24.232712,9.681255,11.722364,-28.753195,-5.2007933,1.973907,3.6211038,5.0579815,7.083498
RealESRGAN:ava_images___350711,RealESRGAN,ava_images___350711.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___350711.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___350711.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___350711.png,test,5.676399,-13.683163,-15.88466,-5.297441,-7.2054205,-7.9379425,3.0781276,1.3155458,-10.310596,6.15307
RealESRGAN:ava_images___353472,RealESRGAN,ava_images___353472.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___353472.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___353472.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___353472.png,train,-18.221169,15.074065,-13.212074,10.449949,5.3351364,0.106869996,0.891325,1.0499864,0.6026633,-3.8054461
RealESRGAN:ava_images___353739,RealESRGAN,ava_images___353739.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___353739.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___353739.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___353739.png,test,1.9215717,-13.15559,-18.376476,0.22351044,5.964875,4.6025004,-2.9413915,1.579376,-1.2504478,-4.130684
RealESRGAN:ava_images___354665,RealESRGAN,ava_images___354665.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___354665.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___354665.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___354665.png,train,-14.660793,2.7511387,-8.893602,-5.5761213,4.7623034,-12.508179,8.915623,2.4115314,-4.6703258,-10.4987335
RealESRGAN:ava_images___354719,RealESRGAN,ava_images___354719.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___354719.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___354719.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___354719.png,train,-15.313978,7.512596,-2.0344548,-10.106937,1.9143159,16.149887,3.9457545,1.8997941,-8.239845,6.1915283
RealESRGAN:ava_images___355854,RealESRGAN,ava_images___355854.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___355854.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___355854.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___355854.png,test,-10.191803,4.338317,-19.03087,-19.366611,-14.322089,0.31540298,-12.378195,20.2626,-7.9301043,-22.388344
RealESRGAN:ava_images___356607,RealESRGAN,ava_images___356607.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___356607.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___356607.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___356607.png,test,-26.091251,9.837817,0.29034144,-1.5870993,2.2131784,1.9822145,0.10129118,2.6875904,-1.9424163,-2.1487398
RealESRGAN:ava_images___358149,RealESRGAN,ava_images___358149.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___358149.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___358149.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___358149.png,test,-0.31295776,-27.290348,-2.253716,7.602584,14.746919,9.796539,16.595507,-0.86015654,-8.814326,-3.9576206
RealESRGAN:ava_images___358296,RealESRGAN,ava_images___358296.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___358296.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___358296.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___358296.png,train,-20.018414,-2.592451,4.2933364,6.569827,6.349925,8.326477,-2.2665343,2.871543,2.3462696,-3.3599346
RealESRGAN:ava_images___358773,RealESRGAN,ava_images___358773.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___358773.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___358773.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___358773.png,test,3.2789803,-2.858612,-24.158493,-27.765074,-6.981848,-3.899885,-4.6716447,1.8085842,-4.5020776,-7.1418805
RealESRGAN:ava_images___360165,RealESRGAN,ava_images___360165.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___360165.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___360165.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___360165.png,test,10.357227,-21.221905,-20.653437,5.6676745,12.660763,11.015102,6.237418,-0.68072,7.9617534,-1.8928219
RealESRGAN:ava_images___360923,RealESRGAN,ava_images___360923.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___360923.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___360923.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___360923.png,test,20.271683,-32.333397,-29.997799,10.359028,15.303256,5.5321054,11.978256,7.056047,2.895917,-2.734439
RealESRGAN:ava_images___361055,RealESRGAN,ava_images___361055.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___361055.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___361055.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___361055.png,test,-20.212036,7.4451704,6.288133,-4.9412475,5.422909,5.2319603,-3.833385,-6.731655,-1.8444307,4.893281
RealESRGAN:ava_images___361099,RealESRGAN,ava_images___361099.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___361099.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___361099.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___361099.png,train,-18.316803,11.430322,9.609418,-3.636047,-4.429473,8.167135,1.3647709,3.7404919,7.6525493,-3.5294852
RealESRGAN:ava_images___362246,RealESRGAN,ava_images___362246.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___362246.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___362246.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___362246.png,test,17.854301,-13.402611,-30.96177,-17.488993,-7.6462345,-13.204046,-30.691048,13.549676,22.89674,-10.89624
RealESRGAN:ava_images___362736,RealESRGAN,ava_images___362736.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___362736.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___362736.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___362736.png,train,-17.878693,16.655634,-4.1927466,-5.589722,-0.36789572,1.6161615,-1.1564145,4.7430286,4.283355,-6.280574
RealESRGAN:ava_images___364293,RealESRGAN,ava_images___364293.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___364293.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___364293.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___364293.png,test,-3.3283195,5.220269,6.146403,5.112905,-19.35853,-11.024536,6.4448676,1.9846802,10.079781,8.453956
RealESRGAN:ava_images___36535,RealESRGAN,ava_images___36535.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___36535.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___36535.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___36535.png,train,-21.466381,9.677443,-4.3847065,-10.849573,-7.228277,9.476234,-6.455443,2.6601462,-2.6840708,-8.485672
RealESRGAN:ava_images___36658,RealESRGAN,ava_images___36658.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___36658.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___36658.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___36658.png,test,34.31327,-32.458607,-10.805308,12.528271,32.12703,19.07022,9.800523,-10.793681,-15.026203,-3.0780609
RealESRGAN:ava_images___369408,RealESRGAN,ava_images___369408.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___369408.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___369408.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___369408.png,test,1.3401031,14.428934,-4.1480813,-3.4286213,0.193596,-0.973079,11.963093,-10.87824,-3.4898772,2.7216544
RealESRGAN:ava_images___369728,RealESRGAN,ava_images___369728.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___369728.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___369728.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___369728.png,train,43.43659,40.570137,9.050324,2.6121953,10.25892,19.559626,9.73217,13.778623,-4.2125287,-17.183949
RealESRGAN:ava_images___37125,RealESRGAN,ava_images___37125.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___37125.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___37125.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___37125.png,test,24.48251,-53.995872,-6.227787,10.616554,25.797802,-0.9715908,11.741431,14.963615,-2.4302692,-14.619433
RealESRGAN:ava_images___371265,RealESRGAN,ava_images___371265.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___371265.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___371265.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___371265.png,train,-5.562441,6.603365,-8.679507,-11.652264,-1.9233954,-3.9149783,4.4703636,1.7538226,-6.369643,6.58387
RealESRGAN:ava_images___372079,RealESRGAN,ava_images___372079.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___372079.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___372079.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___372079.png,test,-12.320925,8.6322775,-7.490905,-4.1281595,-5.73701,7.1111965,-1.4346361,3.8658757,-7.8692627,-12.737073
RealESRGAN:ava_images___373586,RealESRGAN,ava_images___373586.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___373586.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___373586.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___373586.png,train,17.20356,-24.667278,-29.348917,-0.12274504,14.64674,19.985094,6.197997,-4.976961,-10.717476,1.0585666
RealESRGAN:ava_images___373892,RealESRGAN,ava_images___373892.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___373892.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___373892.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___373892.png,train,-1.7727165,-27.43755,4.666492,-8.91316,-8.620883,21.001228,-24.510176,11.66905,5.1782722,5.441419
RealESRGAN:ava_images___374845,RealESRGAN,ava_images___374845.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___374845.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___374845.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___374845.png,test,22.386856,-8.633265,8.510294,-19.113598,-31.90507,4.3629575,-10.725929,4.3699055,-13.666721,-3.103745
RealESRGAN:ava_images___375620,RealESRGAN,ava_images___375620.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___375620.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___375620.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___375620.png,test,-5.6711006,-13.478783,6.511801,5.9182515,-13.934079,-1.1364981,0.7286091,7.103655,-2.3459725,-3.29155
RealESRGAN:ava_images___377001,RealESRGAN,ava_images___377001.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___377001.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___377001.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___377001.png,test,-6.4753113,-6.6746693,3.1231859,-4.787867,2.3473482,24.735909,-0.08941984,1.3914206,-5.488639,-4.4731064
RealESRGAN:ava_images___377317,RealESRGAN,ava_images___377317.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___377317.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___377317.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___377317.png,test,-21.941778,12.068012,-2.6216626,-6.7880154,-2.7053385,1.7490847,-3.590714,2.336494,-5.8320723,-4.4312277
RealESRGAN:ava_images___379985,RealESRGAN,ava_images___379985.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_upscaled/x4/RealESRGAN/ava_images___379985.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set/ava_images___379985.png,/mnt/ssd2/29o_rya/grounding_dataset/qinstruct_train_set_low_res/x4/ava_images___379985.png,train,-18.681198,20.040512,-16.821579,18.672598,1.1851857,-0.10434747,-1.5567818,-5.6312075,-11.369263,0.7935295
